geoid,name,history,source_url,sb2
3301314200,Concord,"The area was first settled by Europeans in 1659 as Penacook, and the town was incorporated as Rumford on February 9, 1734, before receiving its current name in 1765 when Governor Benning Wentworth renamed it to reflect ""the new harmony"" following a boundary dispute with the neighboring town of Bow. In 1808, Concord was designated the official seat of state government, and the State House, completed in 1819, remains the oldest capitol building in which a state legislature continues to meet in its original chambers. The city became a significant economic center in the nineteenth century through furniture manufacturing, granite quarrying, and the famous Abbot and Downing Company's Concord coaches, which played an important role in western expansion.","https://en.wikipedia.org/wiki/Concord,_New_Hampshire",
3301104500,Bedford,"The area was initially established in 1733 by the Province of Massachusetts Bay as ""Narragansett, No. 5"" as a land grant for soldiers who had fought against the Narragansett people in Rhode Island. The settlement was officially incorporated as ""Bedford"" in 1750 and named after John Russell, 4th Duke of Bedford, a close friend of Governor Benning Wentworth who served as Secretary of State for the Southern Department. The town experienced rapid growth during the second half of the twentieth century, expanding from approximately 2,176 residents in 1950 to over 18,000 by 2000, driven largely by its proximity to Manchester.","https://en.wikipedia.org/wiki/Bedford,_New_Hampshire",
3301585780,Windham,"Originally settled by Scots-Irish immigrants beginning in 1719 as part of the ""Nutfield"" region, Windham was formally incorporated as an independent town in 1742 when Governor Benning Wentworth granted a petition from local settlers. The town's name likely derives either from Windham, Ireland, reflecting the settlers' heritage, or alternatively from Sir Charles Wyndham, 2nd Earl of Egremont, a British politician and friend of Governor Wentworth. Among its notable historical landmarks is Searles Castle, completed in 1915 by interior decorator Edward Francis Searles and designed by architect Henry Vaughan to resemble Stanton Harcourt Manor in England.","https://en.wikipedia.org/wiki/Windham,_New_Hampshire",
3301101300,Amherst,"Amherst was incorporated on January 18, 1760, when New Hampshire Governor Benning Wentworth chartered the settlement and renamed it after General Jeffery Amherst, who served as Commander-in-Chief, North America during the French and Indian War. The town became the county seat of Hillsborough County in 1770 due to its strategic location along the region's primary east-west transportation corridor. Following World War II, Amherst experienced significant population growth as it became integrated into the Greater Boston metropolitan area, transforming from a relatively stagnant settlement into a thriving suburban community.","https://en.wikipedia.org/wiki/Amherst,_New_Hampshire",
3301327380,Franklin,"Franklin was settled by English colonists in 1764 as ""Pemigewasset Village"" at the confluence of two rivers before being incorporated as a town in 1828 and later as a city in 1895. The settlement adopted the name ""Franklin"" in 1820 in honor of statesman and founding father Benjamin Franklin. The town developed into a mill community powered by waterfalls on the Winnipesaukee River, and in 1943 the Army Corps of Engineers constructed the Franklin Falls Dam nearby for flood control purposes.","https://en.wikipedia.org/wiki/Franklin,_New_Hampshire",
3300104740,Belmont,"Belmont was originally chartered in 1727 as ""Upper Gilmanton,"" a parish of Gilmanton, and developed into a mill town powered by the Tioga River before being incorporated as an independent municipality on June 28, 1859. The town adopted its current name in 1869 in honor of financier August Belmont, though he never acknowledged the gesture. The Belmont Mill, built in 1833 to manufacture textiles and later hosiery until its closure in 1955, underwent a celebrated adaptive reuse project from 1996 to 1998 that earned regional and national preservation awards.","https://en.wikipedia.org/wiki/Belmont,_New_Hampshire",
3301567620,Sandown,"Originally part of Kingston, Sandown was established as an independent town in 1756 under colonial governor Benning Wentworth and named after ""the picturesque Sandown on the Isle of Wight."" The Reverend Josiah Cotton, the town's first minister, constructed the Sandown Meeting House in 1774, which remains a notable example of early New England church architecture featuring an 11-foot-high pulpit and marble columns.","https://en.wikipedia.org/wiki/Sandown,_New_Hampshire",
3300942580,Littleton,"Originally called ""Chiswick"" and settled in 1769, the town was granted as ""Apthorp"" in 1770 to honor George Apthorp, a wealthy Boston merchant, before being renamed Littleton in 1784 when incorporated to honor Colonel Moses Little, a landowner and Surveyor of the King's Woods. The town's industrial heritage includes the Littleton Grist Mill, which opened in 1798 along the Ammonoosuc River, and the Kilburn Brothers factory, which produced and sold stereoscopic photographs and viewers between 1867 and 1909.","https://en.wikipedia.org/wiki/Littleton,_New_Hampshire",
3300538500,Jaffrey,"Jaffrey, New Hampshire was first granted in 1736 to soldiers returning from Canada and subsequently incorporated in 1773 by Governor John Wentworth, receiving its name for George Jaffrey, member of a wealthy Portsmouth family. The town's development was powered by water mills along the Contoocook River and later attracted notable visitors and residents, including Ralph Waldo Emerson and Henry David Thoreau, who were drawn to the scenic beauty of Mount Monadnock.","https://en.wikipedia.org/wiki/Jaffrey,_New_Hampshire",
3301517460,Deerfield,"Deerfield was incorporated in 1766 after residents initially petitioned for separation from Nottingham in 1756, a request that was denied until local hunters presented colonial governor Benning Wentworth with a deer, inspiring the town's name. Originally a thriving agricultural community, Deerfield was disappointed by the railroads' bypass in the nineteenth century, prompting citizens to establish the Deerfield Fair in 1876, now known as ""New England's Oldest Family Fair."" The town also housed Deerfield Academy, a high school founded around 1798 that burned in 1842.","https://en.wikipedia.org/wiki/Deerfield,_New_Hampshire",
3301554580,North Hampton,"North Hampton was first settled in 1639 as part of Hampton, originally known as ""North Hill"" or ""North Parish,"" before being incorporated as an independent township in 1742 by colonial governor Benning Wentworth following New Hampshire's separation from Massachusetts. The town's name derives from its geographic position north of the original Hampton settlement. During the nineteenth century, the seaside area of Little Boar's Head developed into a fashionable resort destination, featuring elegant Victorian and Edwardian architecture that remains notable today.","https://en.wikipedia.org/wiki/North_Hampton,_New_Hampshire",
3301773860,Strafford,"Strafford was incorporated as a town in 1820, having been ""set off due to the lengthy travel required to attend town meetings"" from the neighboring town of Barrington. The town takes its name from Strafford County, which was established in 1773 and named to honor Thomas Wentworth, 1st Earl of Strafford. A notable institution, the Austin-Cate Academy, was established in 1904 through the philanthropic efforts of shoe manufacturer George Cate, whose substantial bequest transformed the local educational landscape until the property was eventually acquired by the state for a National Guard training center.","https://en.wikipedia.org/wiki/Strafford,_New_Hampshire",
3300128980,Gilmanton,"Gilmanton was incorporated in 1727 and named after the Gilman family, who originally settled in Exeter and received land grants in the newly established town, along with related families including the Dudleys, Leavitts, Folsoms, and Coffins. Once the second-largest town in New Hampshire after Portsmouth, Gilmanton later became widely recognized in the 1950s when author Grace Metalious, a resident of the town, published the popular novel Peyton Place, which was rumored to be based on the community.","https://en.wikipedia.org/wiki/Gilmanton,_New_Hampshire",
3300907700,Bristol,"Bristol was incorporated on June 24, 1819, after being separated from the towns of Bridgewater and New Chester, with settlement beginning in 1770 under Colonel Peter Sleeper and Benjamin Emmons. The town derives its name from ""extensive deposits of fine sand or clay similar to the Bristol Sand used in Bristol, England, to make fine china and pottery,"" with local sand instead being manufactured into superior quality brick. During the nineteenth century, Bristol developed into a manufacturing center powered by the Newfound River, producing goods including paper, leather, woolens, and other textiles, while also becoming a popular tourist destination along Newfound Lake beginning in the mid-1800s.","https://en.wikipedia.org/wiki/Bristol,_New_Hampshire",
3300730260,Gorham,"Gorham was incorporated as a town in 1836, though it had been chartered in 1770 as part of Shelburne and first settled around 1802. The town was named at the suggestion of resident Lot Davis, who was from Gorham, Maine, and a relative of the Gorham family that incorporated that Maine town in 1764. The arrival of the St. Lawrence and Atlantic Railroad in 1851 transformed Gorham into a major railroad hub with locomotive yards and repair facilities, which in turn brought tourism and led to the construction of several hotels that served travelers heading to Mount Washington and the White Mountains.","https://en.wikipedia.org/wiki/Gorham,_New_Hampshire",
3300905460,Bethlehem,"Originally granted as ""Lloyd's Hills"" in 1774 to honor James Lloyd of Boston, the town was incorporated under its current name on December 27, 1799, after residents rejected the Loyalist connection and selected the new designation on Christmas Day. Following the arrival of railroad service in 1867, Bethlehem transformed into a prominent Gilded Age resort destination, eventually hosting over 30 hotels and attracting wealthy visitors and notable figures including multiple U.S. Presidents. The town later became known for its significant Jewish community, which grew beginning around 1916 as families sought relief from hay fever in the town's low-pollen environment.","https://en.wikipedia.org/wiki/Bethlehem,_New_Hampshire",
3300526500,Fitzwilliam,"Fitzwilliam was originally granted as ""Monadnock No. 4"" in 1752 and incorporated in 1773, when Governor John Wentworth named it after his cousin William Fitzwilliam, 4th Earl Fitzwilliam. The town was established as part of a line of eight communities settled by Scottish colonists and became notable as the home of early grantees including Matthew Thornton, a signer of the Declaration of Independence, and James Reed, who later led forces at the Battle of Bunker Hill. The community developed significant industries including one of New Hampshire's oldest granite quarries, woodworking, and yarn-making before the railroad arrived in 1848.","https://en.wikipedia.org/wiki/Fitzwilliam,_New_Hampshire",
3301375460,Sutton,"Sutton was granted in 1749 by the Masonian Proprietors to settlers from Massachusetts and New Hampshire, initially named ""Perrystown"" after proprietor Obadiah Perry, though settlement was delayed by the French and Indian War until 1767. The town received its current name from Sutton, Massachusetts, source of settlers who arrived after the town was regranted in 1784. In 1981, Sutton became home to the world's first paintball facility, operated by Bob Gurnsey, one of paintballing's inventors, which remained open until 1985.","https://en.wikipedia.org/wiki/Sutton,_New_Hampshire",
3300900580,Alexandria,"Granted in 1753 by the Masonian Proprietors and incorporated on November 23, 1782, Alexandria was named for Alexandria, Virginia, the site of a 1755 governors' conference during the French and Indian War. The town was first settled in 1769 by John Moore Corliss and his brother Jonathan. Alexandria holds historical significance as the birthplace of Luther C. Ladd, who became ""the first enlisted soldier to lose his life in the Civil War"" when he was shot during the 1861 Baltimore Riot.","https://en.wikipedia.org/wiki/Alexandria,_New_Hampshire",
3300327700,Freedom,"Freedom was incorporated in 1831 as a town that had previously been called ""North Effingham,"" a part of the larger town of Effingham. The community received its name to commemorate its separation from Effingham following cultural and religious conflicts between Maine settlers and established residents from New Hampshire's seacoast region. The town has since become known as a location for several educational and recreational institutions, including being the setting for Oliver Butterworth's 1956 children's fantasy novel The Enormous Egg.","https://en.wikipedia.org/wiki/Freedom,_New_Hampshire",
3301104900,Bennington,"Bennington was incorporated in 1842 from portions of several neighboring towns in an area previously known as ""Society Land."" The town was named to commemorate the 1777 Battle of Bennington, an American Revolutionary War engagement fought in nearby Vermont, which itself was named after New Hampshire governor Benning Wentworth. Situated at the Great Falls of the Contoocook River, Bennington developed into an industrial center with mills and factories, including a gristmill established in 1782 and a paper mill constructed in 1835 that would eventually become the Monadnock Paper Mills.","https://en.wikipedia.org/wiki/Bennington,_New_Hampshire",
3301176260,Temple,"Temple was incorporated in 1768 by colonial Governor John Wentworth, who named the town after John Temple, his lieutenant governor. The settlement began in 1758 when Maj. Ephraim Heald and his family arrived as among the first settlers, with Peter Heald becoming recognized as the town's founder. A notable early industry was the Temple Glassworks, established in 1780 by Robert Hewes of Boston, whose products became ""rare and prized collectibles"" despite the company's eventual closure.","https://en.wikipedia.org/wiki/Temple,_New_Hampshire",
3300907540,Bridgewater,"Bridgewater was incorporated on February 12, 1788, and was named after Bridgewater, Massachusetts, by settlers who originated from that town. Originally part of a larger settlement called New Chester, the land was first settled in 1776 by Thomas Crawford before being separated into five distinct towns. The community gained railroad connectivity in 1874 when the Montreal railroad established a station there, and later became known as a summer retreat for acclaimed author John Cheever.","https://en.wikipedia.org/wiki/Bridgewater,_New_Hampshire",
3301550980,New Castle,"New Castle was incorporated on May 30, 1693, and took its name from Fort William and Mary, an earthwork defense originally built on Fort Point that evolved into the namesake fort. The town gained prominence as the site of one of the American Revolution's first military actions when colonists raided Fort William and Mary on December 14, 1774, seizing gunpowder and weapons that would later be used at the Battle of Bunker Hill. Originally settled in 1623 on Great Island at the mouth of the Piscataqua River, New Castle became the easternmost and smallest town in New Hampshire, and remains the only municipality in the state located entirely on islands.","https://en.wikipedia.org/wiki/New_Castle,_New_Hampshire",
3300710100,Carroll,"Land was granted to Sir Thomas Wentworth and others in 1772, with the township initially named ""Bretton Woods"" after Wentworth's English estate. The town was formally incorporated on June 22, 1832, as Carroll in honor of Charles Carroll, a signer of the Declaration of Independence. The area became renowned for tourism in the late nineteenth century, culminating in the construction of the Mount Washington Hotel in 1902, which later hosted the 1944 International Monetary Conference that established the International Monetary Fund and World Bank.","https://en.wikipedia.org/wiki/Carroll,_New_Hampshire",
3300300420,Albany,"Albany was originally chartered in 1766 by colonial Governor Benning Wentworth as ""Burton,"" named after General Jonathan Burton of Wilton, New Hampshire. The community was incorporated and renamed ""Albany"" in 1833, coinciding with the chartering of the New York Central Railroad from New York City to Albany, New York. The town is also home to the World Fellowship Center, ""an intergenerational camp and conference retreat center founded in 1941 by and for peace activists.""","https://en.wikipedia.org/wiki/Albany,_New_Hampshire",
3300974740,Sugar Hill,"Sugar Hill was incorporated as a town in 1962, making it the most recently incorporated town in New Hampshire, having been separated from the town of Lisbon following considerable legal disputes. The town derives its name from ""the large groves of sugar maples within the town limits."" During the Victorian era, Sugar Hill became a fashionable resort destination, attracting wealthy visitors from major eastern cities to its panoramic mountain views, and it notably hosted the nation's first resort-based ski school, established in the early 1900s at Peckett's-on-Sugar Hill Inn.","https://en.wikipedia.org/wiki/Sugar_Hill,_New_Hampshire",
3300323380,Eaton,"Eaton was established in 1766 by colonial Governor Benning Wentworth and named after Governor Theophilus Eaton of Connecticut, ""a generous contributor to the funds needed to settle Massachusetts in 1630."" The town's notable landmarks include the ""Little White Church"" overlooking Crystal Lake, and the village of Snowville, which takes its name from the Snow family who established a sawmill there in 1825.","https://en.wikipedia.org/wiki/Eaton,_New_Hampshire",
3300725140,Errol,"Errol was granted in 1774 by Governor John Wentworth to Timothy Ruggles and others, with its name derived from Scotland's James Hay, 15th Earl of Erroll. The town was officially incorporated in 1836, after its first settlers arrived in 1806 and the population had grown to 36 by 1820. Historically, the town's economy centered on lumbering due to its vast forests, and by 1859 it supported two sawmills, one gristmill, and one clapboard machine despite having generally poor soil.","https://en.wikipedia.org/wiki/Errol,_New_Hampshire",
3301517940,Derry,"The area was first settled by Scots-Irish families in 1719 as part of Londonderry, and Derry was incorporated as a separate town in 1827 from the eastern portion of that original settlement. Like its parent town, Derry was named after the city of Derry in Ireland, with the Irish word ""Doire"" meaning ""oak grove."" The town claims two notable historical distinctions: it was the site where the first potato planted in the United States was sown in a common field in 1719, and it is the birthplace of astronaut Alan Shepard, the first American in space, earning it the nickname ""Spacetown.""","https://en.wikipedia.org/wiki/Derry,_New_Hampshire",
3300539300,Keene,"Keene was initially granted as the township of ""Upper Ashuelot"" in 1735 to sixty-three settlers, then regranted and renamed in 1753 by Governor Benning Wentworth after Sir Benjamin Keene, a principal of the South Sea Trading Company. The settlement was attacked and burned by Native Americans during King George's War in 1747, though colonists returned to rebuild in 1749. In the nineteenth and twentieth centuries, Keene developed as a regional commercial and educational center, eventually becoming the county seat and home to two colleges.","https://en.wikipedia.org/wiki/Keene,_New_Hampshire",
3301719700,Durham,"Originally settled by English colonists in 1622 and incorporated as a township in 1732, Durham was renamed from its former designation as Oyster River Plantation, though the exact origin of the name ""Durham"" remains unclear. The town gained national prominence when it became the site of a significant 1694 attack during King William's War, in which French forces and Abenaki warriors killed over 100 inhabitants and destroyed much of the settlement. In the nineteenth century, Durham's trajectory changed dramatically when Benjamin Thompson bequeathed his estate to establish an agricultural college, which eventually became the University of New Hampshire in 1923, transforming the town into an academic center.","https://en.wikipedia.org/wiki/Durham,_New_Hampshire",
3301564020,Raymond,"Raymond was originally settled as a parish of Chester known as ""Freetown,"" a name arising from the ship timber business, and was incorporated as a town in 1764 under its new name, which according to historical records means ""the lustrous, luminous or shining world."" In 1906, philanthropist Andrew Carnegie provided a grant toward constructing a library in the town, which opened as the Dudley-Tucker Library in 1908. The town's railroad connection, established in 1850 on the line between Concord and Portsmouth, eventually became part of the Boston and Maine Railroad's Portsmouth Branch before passenger service ceased in 1954.","https://en.wikipedia.org/wiki/Raymond,_New_Hampshire",
3301142260,Litchfield,"Originally part of the town of Dunstable established in the 1600s, the area was first incorporated into Massachusetts on July 4, 1734, and was renamed ""Litchfield"" in 1749 after George Henry Lee, Earl of Lichfield, when it was incorporated into the Province of New Hampshire. Prior to European colonization, the region was inhabited by the Abenaki people, who left behind over 30 Native American archaeological sites along the Merrimack River. The town experienced significant population growth beginning in the 1970s as it transformed from farmland into a bedroom community for the Greater Boston area.","https://en.wikipedia.org/wiki/Litchfield,_New_Hampshire",
3300575700,Swanzey,"Originally granted in 1733 as ""Lower Ashuelot,"" the town was regranted and incorporated in 1753 by Governor Benning Wentworth under the name ""Swanzey,"" most probably because early settlers had connections to Swansea in Wales. Situated on the Ashuelot River, the town developed into an industrial center, with West Swanzey becoming a textile mill town and East Swanzey gaining recognition for wooden bucket production. The area experienced significant conflict during King George's War, forcing its abandonment for three years before its reestablishment.","https://en.wikipedia.org/wiki/Swanzey,_New_Hampshire",
3300564580,Rindge,"Rindge was incorporated in 1768 by Governor John Wentworth and named in honor of Captain Daniel Rindge of Portsmouth, New Hampshire, one of the original grant holders. The town's early settlement was interrupted by territorial disputes and King George's War, but permanent habitation resumed in the 1750s, leading to steady growth supported by numerous water-powered mills throughout the 19th century.","https://en.wikipedia.org/wiki/Rindge,_New_Hampshire",
3301502820,Auburn,"Auburn, New Hampshire was originally settled by Native Americans in 1624 as a fishing community called ""Massabesic,"" though British settlers arrived in 1720 and the area was later known by various names including ""Chester Woods"" and ""Long Meadow"" before becoming an independent town on June 25, 1845. Like several other American towns bearing the same name, Auburn took its designation from Oliver Goldsmith's 18th-century poem ""The Deserted Village,"" which opens with the line ""Sweet Auburn! loveliest village of the plain."" The town was historically served by the Concord and Portsmouth Railroad, which later became part of the Boston & Maine Railroad system, though freight service ceased in the early 1980s.","https://en.wikipedia.org/wiki/Auburn,_New_Hampshire",
3301512100,Chester,"Chester was incorporated on May 8, 1722, originally under the name Cheshire before adopting its current designation, likely derived from Chester, the county town of Cheshire in England. The settlement began in 1719 when approximately eighty residents from Portsmouth and Hampton established an association to secure land in the region then known as the ""Chesnut Country."" Over its early history, Chester underwent significant territorial changes, with Candia being set off as a separate town in 1763 and portions later transferred to Hooksett and Auburn.","https://en.wikipedia.org/wiki/Chester,_New_Hampshire",
3301324900,Epsom,"Epsom was incorporated in 1727 and takes its name from Epsom in Surrey, England. The town's landscape of small mountains proved suitable for grazing and grain cultivation, supporting two gristmills and two sawmills by 1859. On April 24, 1944, a military aircraft crashed on a local mountain, claiming all ten occupants aboard.","https://en.wikipedia.org/wiki/Epsom,_New_Hampshire",
3301741460,Lee,"Lee was established on January 16, 1766, when Colonial Governor Benning Wentworth granted it a charter, making it among the last of 129 towns to receive a charter during his administration. The settlement was named after British General Charles Lee, who subsequently participated in the American Revolution. During King William's War, Wheelwright Pond within Lee's territory became the site of a significant 1690 battle when colonial forces pursued Indigenous attackers, resulting in heavy casualties on both sides including three officers and fifteen soldiers.","https://en.wikipedia.org/wiki/Lee,_New_Hampshire",
3300585540,Winchester,"Winchester, New Hampshire was originally established in 1733 as ""Arlington"" by colonial Governor Jonathan Belcher to protect the Massachusetts Bay Colony border, then incorporated in 1753 under its current name by Governor Benning Wentworth in honor of Charles Paulet, 3rd Duke of Bolton and Marquess of Winchester. The town's early settlers faced repeated attacks by Indigenous peoples, and the community was burned in 1745 before gradually developing into an agricultural center with various small industries, including an early musical instrument manufacturer and textile mills following the arrival of the Ashuelot Railroad in 1850.","https://en.wikipedia.org/wiki/Winchester,_New_Hampshire",
3301185220,Wilton,"Wilton was incorporated in 1762 and is believed to have been named either for the town of Wilton in England or for Sir Joseph Wilton, a renowned English sculptor whose coach design for King George III's coronation later influenced the Concord coach model. Originally chartered as ""Salem-Canada"" in 1735 and intended as a frontier settlement to protect against Indigenous attacks, the town developed around water-powered textile mills along the Souhegan River before evolving into a rural residential community. In May 1816, Wilton established what may have been the first Sunday school in the United States devoted exclusively to religious instruction, led by two local women and connected to the town's Congregational church.","https://en.wikipedia.org/wiki/Wilton,_New_Hampshire",
3300740420,Lancaster,"Lancaster was granted as ""Upper Coos"" in 1763 and settled beginning in 1764 by David Page Jr. and Emmons Stockwell, making it the first settlement north of Haverhill. The town was subsequently named after Lancaster, Massachusetts, the hometown of an early inhabitant. Notable early residents included Reverend Joshua Weeks, who helped name the Presidential Range mountains, and grantees Timothy Nash and Benjamin Sawyer, who discovered Crawford Notch in 1771, establishing a crucial shorter route to Portland, Maine.","https://en.wikipedia.org/wiki/Lancaster,_New_Hampshire",
3301751220,New Durham,"New Durham, originally granted as ""Cochecho Township"" in 1749, was first settled by Europeans in 1750 primarily by colonists from the nearby town of Durham, from which it derived its name. The town was officially incorporated as New Durham on December 7, 1762, and its rocky terrain led settlers to focus on grazing and lumber production, with five sawmills and four shingle mills operating by 1859. The town gained religious significance as the birthplace of the Free Will Baptist denomination, founded by local minister Benjamin Randall in 1780.","https://en.wikipedia.org/wiki/New_Durham,_New_Hampshire",
3300377620,Tuftonboro,"Tuftonboro was granted as ""Tuftonborough"" in 1750 by colonial Governor Benning Wentworth and incorporated by the New Hampshire Legislature on December 17, 1795, taking its name from John Tufton Mason, who initially owned the undivided lands of northern New Hampshire as heir to the Masonian Claim. The town was notably the only incorporated place in New Hampshire owned by just one man before Mason sold the property to Portsmouth merchants in 1746, who then distributed it to settlers prior to the American Revolution. By the mid-nineteenth century, Tuftonboro's economy centered on livestock husbandry and light manufacturing, including sawmills, carriage factories, and gristmills.","https://en.wikipedia.org/wiki/Tuftonboro,_New_Hampshire",
3301350900,Newbury,"The town of Newbury was incorporated in 1837 under a name suggested by settlers originally from Newbury, Massachusetts. Prior to its current designation, the settlement had been known by several names reflecting different historical grants and ownership: it was initially called ""Dantzic"" after the Baltic seaport, then ""Hereford"" in 1754 to honor a Viscount, and ""Fishersfield"" in 1772 for John Fisher. The town's development was shaped by its location on Lake Sunapee, which became a significant feature attracting both residents and visitors to the region.","https://en.wikipedia.org/wiki/Newbury,_New_Hampshire",
3301131940,Greenville,"Greenville was incorporated as a town in 1872, having previously been part of Mason Village. Located at the High Falls on the Souhegan River, the town developed as a manufacturing center due to the abundant water power, with the Columbian Manufacturing Company established in 1826 to produce textiles for both Greenville and neighboring New Ipswich. The brick mill buildings from this industrial era still dominate the village landscape today, though most have been repurposed for modern uses such as businesses, storage, and elderly housing.","https://en.wikipedia.org/wiki/Greenville,_New_Hampshire",
3301551380,Newfields,"Settled in 1638 and originally called ""Newfield Village,"" the community remained part of other towns until Dr. John M. Brodhead donated his library and $10,000 to the town in 1880 on the condition it be renamed ""Newfields,"" leading to its incorporation under that name in 1895. A notable early development was the 1775 construction of a bridge across the Squamscott River connecting Newfields to Stratham, which shortened travel to Exeter but ultimately bypassed the town center, preserving its historic character. The community's architectural heritage includes garrison houses built for protection against Indigenous attacks, reflecting its colonial frontier origins.","https://en.wikipedia.org/wiki/Newfields,_New_Hampshire",
3301306980,Bradford,"Bradford was granted in 1765 and incorporated on September 27, 1787, taking its name from settlers who arrived in 1774 from Bradford, Massachusetts. The town developed into an industrial center by the mid-nineteenth century, with the Concord & Claremont Railroad reaching Bradford in 1850 and serving as the line's terminus until its extension to Claremont in 1871-1872. By 1859, the town supported diverse manufacturing operations including woolen mills, sawmills, and a gristmill, leveraging the water power provided by local streams.","https://en.wikipedia.org/wiki/Bradford,_New_Hampshire",
3300965940,Rumney,"Rumney was established as a town when Governor Benning Wentworth granted it in 1761 to settlers from Connecticut, though it was first settled in 1765 and subsequently regranted in 1767. The town takes its name from Robert Marsham, 2nd Baron Romney, whose title was pronounced similarly. The settlement developed a diverse economy based on fertile farmland, and by 1859 included fifteen sawmills, a tannery, and a ladder factory, with railroad service arriving to West Rumney in 1850-1851.","https://en.wikipedia.org/wiki/Rumney,_New_Hampshire",
3300573700,Stoddard,"Stoddard was incorporated in 1774 and named in honor of Colonel Sampson Stoddard, a surveyor who had received the land grant but never lived there. The town was first settled in 1768 by Irish immigrants John and Martha Taggart, and by 1800 its population of 1,148 residents exceeded that of the nearby county seat of Keene. Between 1840 and 1873, Stoddard became a renowned center of glass manufacturing, producing distinctive amber and olive-toned glassware whose unique hues resulted from trace minerals in the local sand, making Stoddard glass highly valued by collectors today.","https://en.wikipedia.org/wiki/Stoddard,_New_Hampshire",
3301941700,Lempster,"Lempster was first granted in 1735 as ""Number 9"" by colonial governor Jonathan Belcher, then regranted in 1753 as ""Dupplin"" before receiving its final name in 1767, derived from Sir Thomas Fermor, Second Baron Leominster or ""Lempster,"" and was incorporated in 1772. The town developed as a rural settlement in Sullivan County, and in 2008 it became home to New Hampshire's first wind farm, a facility with 12 turbines generating 24 megawatts of power located on Bean Mountain.","https://en.wikipedia.org/wiki/Lempster,_New_Hampshire",
3300534420,Harrisville,"Harrisville was incorporated in 1870 from lands ceded by five neighboring towns and was named after Milan Harris, whose Cheshire Mills operated as a textile manufacturer. Originally known as ""Twitchell's Mills"" when a sawmill and gristmill were constructed in 1774, the town developed into a prosperous industrial center following the 1878 opening of the Manchester & Keene Railroad. The town is notable for being the only industrial community of the early 19th century to endure in its original form, with its distinctive red brick mills and historic district preserved as a National Historic Landmark.","https://en.wikipedia.org/wiki/Harrisville,_New_Hampshire",
3300575300,Surry,"Surry was chartered in 1769 and named after Charles Howard, the 10th Duke of Norfolk and Earl of Surrey. The town's first census in 1790 recorded 448 residents, reflecting early settlement in this Cheshire County community. The area is notable for Surry Dam on the Ashuelot River, which creates Surry Mountain Lake as a recreational resource, and for being the hometown where Amos Pollard, the chief surgeon and defender of the Alamo, grew up.","https://en.wikipedia.org/wiki/Surry,_New_Hampshire",
3300307940,Brookfield,"Brookfield was settled in 1726 by Scots-Irish immigrants who initially called it ""Coleraine"" after a town in Northern Ireland, before it was renamed after Brookfield, Massachusetts and finally incorporated on December 12, 1794, following a separation from the town of Middleton. The division had been motivated by geographical obstacles, as the long, high ridge of the Moose Mountains made it difficult for residents on opposite sides to attend town meetings. In 1874, the Wolfeborough Branch Railroad extended service through the town, further connecting it to the wider region.","https://en.wikipedia.org/wiki/Brookfield,_New_Hampshire",
3300935220,Hebron,"Hebron was first settled in 1765 and incorporated in 1792 from portions of the extinct township of Cockermouth and the area then known as West Plymouth. Early settlers, predominantly from New England towns, initially pursued farming as their primary occupation, though economic activity diversified after construction of the Mayhew Turnpike in 1803 facilitated connections with southern cities and lumber mills. By the 1920s, the town had developed tourism as a major industry, featuring summer lodges and winter skiing attractions.","https://en.wikipedia.org/wiki/Hebron,_New_Hampshire",
3300905060,Benton,"Benton was chartered on January 31, 1764, by Governor Benning Wentworth and originally named Coventry after the Connecticut hometown of many early settlers. The town was renamed Benton in 1840 at the suggestion of Governor Isaac Hill, honoring U.S. Senator Thomas Hart Benton of Missouri, a prominent advocate for westward expansion. By the mid-nineteenth century, the town's mountainous terrain and abundant forests supported a thriving lumber industry with five sawmills operating by 1859.","https://en.wikipedia.org/wiki/Benton,_New_Hampshire",
3300713220,Clarksville,"Clarksville was incorporated in 1853 and renamed in 1872 to honor the Clark family, who had purchased the land that was originally part of a ""Dartmouth College Grant."" In the late nineteenth century, the town's economy relied on starch and maple sugar production before logging companies became the primary employers for many years.","https://en.wikipedia.org/wiki/Clarksville,_New_Hampshire",
3301718820,Dover,"Dover was settled in 1623 when brothers William and Edward Hilton established a permanent settlement at Pomeroy Cove, making it the oldest permanent settlement in New Hampshire and seventh in the United States. The city takes its name from Dover, Kent in England, with the word deriving from the Brythonic word for ""waters."" A significant early tragedy occurred on June 28, 1689, when the settlement suffered a devastating attack by Native Americans seeking revenge for an incident thirteen years earlier in which Major Richard Waldron had tricked hundreds of Native American warriors into a mock battle and subsequently had many captured or killed.","https://en.wikipedia.org/wiki/Dover,_New_Hampshire",
3301562900,Portsmouth,"Portsmouth was incorporated as a town in 1653 and named after the English port city of Portsmouth in Hampshire, honoring colony founder John Mason who had served as captain there. Originally called Strawbery Banke by European settlers who arrived in 1630, the city became a prosperous seaport engaged in fishing, lumber, and shipbuilding. It later played a significant role in American history, hosting the negotiations that produced the Treaty of Portsmouth ending the Russo-Japanese War.","https://en.wikipedia.org/wiki/Portsmouth,_New_Hampshire",
